rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams
1,"spotify:track:7221xIgOnuakPdLqT0F3nP","Post Malone, Morgan Wallen","I Had Some Help (Feat. Morgan Wallen)","Mercury Records/Republic Records",1,1,23,"617462"
2,"spotify:track:5fZJQrFKWQLb7FpJXZ1g7K","Shaboozey","A Bar Song (Tipsy)","American Dogwood / EMPIRE",1,3,51,"558662"
3,"spotify:track:2HYFX63wP3otVIvopRS99Z","Eminem","Houdini","Shady/Aftermath/Interscope Records",2,2,2,"531099"
4,"spotify:track:2qSkIjg1o9h3YT9RAgYN75","Sabrina Carpenter","Espresso","Island Records",2,6,51,"398678"
5,"spotify:track:6AI3ezQ4o3HUoP6Dhudph3","Kendrick Lamar","Not Like Us","Kendrick Lamar, under exclusive license to Interscope Records",1,4,28,"392767"
6,"spotify:track:7fzHQizxTqy8wTXwlrgPQQ","Tommy Richman","MILLION DOLLAR BABY","PULSE Records",2,5,37,"389900"
7,"spotify:track:4ZJ4vzLQekI0WntDbanNC7","Zach Bryan","Pink Skies","Warner Records",6,7,9,"324242"
8,"spotify:track:6dOtVTDdiauQNBQEDOtlAB","Billie Eilish","BIRDS OF A FEATHER","Darkroom/Interscope Records",7,8,16,"323033"
9,"spotify:track:7iabz12vAuVQYyekFIWJxD","Central Cee, Lil Baby","BAND4BAND (feat. Lil Baby)","Columbia",9,9,9,"305040"
10,"spotify:track:629DixmZGHc7ILtEntuiWE","Billie Eilish","LUNCH","Darkroom/Interscope Records",3,10,16,"303195"
11,"spotify:track:3xkHsmpQCBMytMJNiDf3Ii","Benson Boone","Beautiful Things","Night Street Records, Inc./Warner Records Inc.",1,11,135,"300799"
12,"spotify:track:5Z0UnEtpLDQyYlWwgi8m9C","Hozier","Too Sweet","Columbia",1,12,72,"270874"
13,"spotify:track:3Vr3zh0r7ALn8VLqCiRR10","Myles Smith","Stargazing","RCA Records Label",12,13,23,"223196"
14,"spotify:track:2uqYupMHANxnwgeiXTZXzd","Dasha","Austin (Boots Stop Workin')","Warner Records",8,14,103,"221816"
15,"spotify:track:0mflMxspEfB0VbI1kyLiAv","Noah Kahan","Stick Season","Mercury Records/Republic Records",1,15,426,"206945"
16,"spotify:track:17phhZDn6oGtzMe56NuWvj","Teddy Swims","Lose Control","Warner Records",3,16,244,"202348"
17,"spotify:track:2OzhQlSqBEmt7hmkYxfT6m","Taylor Swift, Post Malone","Fortnight (feat. Post Malone)","Taylor Swift",1,18,44,"199686"
18,"spotify:track:4KULAymBBJcPRpk1yO4dOG","Zach Bryan, Kacey Musgraves","I Remember Everything (feat. Kacey Musgraves)","Warner Records",1,19,282,"183480"
19,"spotify:track:7BRD7x5pt8Lqa1eGYC4dzj","Billie Eilish","CHIHIRO","Darkroom/Interscope Records",7,17,16,"179751"
20,"spotify:track:2GxrNKugF82CnoRFbQfzPf","Artemas","i like the way you kiss me","Artemas",2,20,72,"177654"
21,"spotify:track:7K3BhSpAxZBznislvUMVtn","Morgan Wallen","Last Night","Big Loud Records / Mercury Records / Republic Records",1,22,488,"173518"
22,"spotify:track:4pkb8SbRGeHAvdb87v9rpf","Marshmello, Kane Brown","Miles On It","RCA Records Label Nashville",22,23,30,"163094"
23,"spotify:track:2tudvzsrR56uom6smgOcSf","Future, Metro Boomin, Kendrick Lamar","Like That","Wilburn Holding Co./Boominati/Epic/Republic",1,21,72,"152795"
24,"spotify:track:51eSHglvG1RJXtL3qI5trr","Benson Boone","Slow It Down","Night Street Records, Inc./Warner Records Inc.",19,24,72,"150824"
25,"spotify:track:51ZQ1vr10ffzbwIjDCwqm4","Ariana Grande","we can't be friends (wait for your love)","Republic Records",1,31,86,"148928"
26,"spotify:track:3Pbp7cUCx4d3OAkZSCoNvn","Michael Marcagi","Scared To Start","Warner Records",11,27,138,"148312"
27,"spotify:track:5uQ7de4EWjb3rkcFxyEOpu","Mark Ambor","Belong Together","Hundred Days Records, LLC",15,25,70,"145693"
28,"spotify:track:0WbMK4wrZ1wFSty9F7FCgu","Chappell Roan","Good Luck, Babe!","Chappell Roan PS/ Island",23,28,58,"145652"
29,"spotify:track:6GG4yyk3UATdBfTHVgI8PB","Luke Combs","Ain't No Love In Oklahoma (From Twisters: The Album)","Atlantic Records",19,30,17,"143005"
30,"spotify:track:4q5YezDOIPcoLr8R81x9qy","Taylor Swift","I Can Do It With a Broken Heart","Taylor Swift",3,29,44,"142794"
31,"spotify:track:6XjDF6nds4DE2BBbagZol6","FloyyMenor, Cris Mj","Gata Only","FloyyMenor under exclusive license to UnitedMasters LLC",27,32,53,"137215"
32,"spotify:track:4Na2HfNSr58chvfX69fy36","Gunna","one of wun","300 Entertainment",23,26,23,"135055"
33,"spotify:track:1Lo0QY9cvc8sUB2vnIOxDT","Luke Combs","Fast Car","River House Artists/Columbia Nashville",2,39,435,"134398"
