rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,date
2,spotify:track:7221xIgOnuakPdLqT0F3nP,"Post Malone, Morgan Wallen",I Had Some Help (Feat. Morgan Wallen),Mercury Records/Republic Records,1,2,57,424108,2024-07-05
3,spotify:track:2qSkIjg1o9h3YT9RAgYN75,Sabrina Carpenter,Espresso,Island Records,2,4,85,362731,2024-07-05
4,spotify:track:5N3hjp1WNayUPZrA8kJmJP,Sabrina Carpenter,Please Please Please,Island Records,1,3,29,353349,2024-07-05
5,spotify:track:6AI3ezQ4o3HUoP6Dhudph3,Kendrick Lamar,Not Like Us,"Kendrick Lamar, under exclusive license to Interscope Records",1,5,62,346219,2024-07-05
6,spotify:track:6dOtVTDdiauQNBQEDOtlAB,Billie Eilish,BIRDS OF A FEATHER,Darkroom/Interscope Records,4,6,50,305473,2024-07-05
7,spotify:track:3xkHsmpQCBMytMJNiDf3Ii,Benson Boone,Beautiful Things,"Night Street Records, Inc./Warner Records Inc.",1,7,169,279986,2024-07-05
8,spotify:track:0WbMK4wrZ1wFSty9F7FCgu,Chappell Roan,"Good Luck, Babe!",Chappell Roan PS/ Island,7,8,92,265114,2024-07-05
9,spotify:track:5AJ9hqTS2wcFQCELCFRO7A,Tommy Richman,MILLION DOLLAR BABY,PULSE Records,2,9,71,258936,2024-07-05
10,spotify:track:7Fzl7QaTu47WyP9R5S5mh5,Morgan Wallen,Lies Lies Lies,Big Loud Records / Mercury Records / Republic Records,10,-1,1,247922,2024-07-05
11,spotify:track:2HYFX63wP3otVIvopRS99Z,Eminem,Houdini,Shady/Aftermath/Interscope Records,1,10,36,226979,2024-07-05
12,spotify:track:5Z0UnEtpLDQyYlWwgi8m9C,Hozier,Too Sweet,Columbia,1,11,106,221582,2024-07-05
13,spotify:track:2uqYupMHANxnwgeiXTZXzd,Dasha,Austin (Boots Stop Workin'),Warner Records,8,12,137,206259,2024-07-05
14,spotify:track:5iJKGpnFfvbjZJeAtwXfCj,Zach Bryan,28,Warner Records,14,18,2,201453,2024-07-05
15,spotify:track:0mflMxspEfB0VbI1kyLiAv,Noah Kahan,Stick Season,Mercury Records/Republic Records,1,15,460,186092,2024-07-05
16,spotify:track:4ZJ4vzLQekI0WntDbanNC7,Zach Bryan,Pink Skies,Warner Records,6,13,43,179318,2024-07-05
17,spotify:track:4KULAymBBJcPRpk1yO4dOG,"Zach Bryan, Kacey Musgraves",I Remember Everything (feat. Kacey Musgraves),Warner Records,1,14,316,177814,2024-07-05
18,spotify:track:4KWeGKChLKcnZsj3sIOSkW,"Eminem, Big Sean, BabyTron",Tobey (feat. Big Sean and BabyTron),Shady/Aftermath/Interscope Records,15,34,4,177790,2024-07-05
19,spotify:track:3Vr3zh0r7ALn8VLqCiRR10,Myles Smith,Stargazing,RCA Records Label,12,16,57,176990,2024-07-05
20,spotify:track:7K3BhSpAxZBznislvUMVtn,Morgan Wallen,Last Night,Big Loud Records / Mercury Records / Republic Records,1,19,522,176565,2024-07-05
21,spotify:track:17phhZDn6oGtzMe56NuWvj,Teddy Swims,Lose Control,Warner Records,3,17,278,175014,2024-07-05
22,spotify:track:22DH8NChecsgPxDjA4pqer,"Quavo, Lana Del Rey",Tough,Quality Control Music/Motown Records,22,22,3,166002,2024-07-05
23,spotify:track:5ZLL6wYXeqg0k35ZkDRfhZ,"Post Malone, Blake Shelton",Pour Me A Drink (Feat. Blake Shelton),Mercury Records/Post Malone,11,24,15,155791,2024-07-05
24,spotify:track:2OzhQlSqBEmt7hmkYxfT6m,"Taylor Swift, Post Malone",Fortnight (feat. Post Malone),Taylor Swift,1,23,78,148533,2024-07-05
25,spotify:track:629DixmZGHc7ILtEntuiWE,Billie Eilish,LUNCH,Darkroom/Interscope Records,3,20,50,148203,2024-07-05
26,spotify:track:4pkb8SbRGeHAvdb87v9rpf,"Marshmello, Kane Brown",Miles On It,RCA Records Label Nashville,21,31,64,146943,2024-07-05
27,spotify:track:7z3PblAN3dH1JMewiRydkZ,The Kid LAROI,GIRLS,Columbia,21,33,8,143578,2024-07-05
28,spotify:track:3WMj8moIAXJhHsyLaqIIHI,Zach Bryan,Something in the Orange,Warner Records,8,32,791,142456,2024-07-05
29,spotify:track:6jlG8gBPNAgBgoivw2Ig09,Tommy Richman,DEVIL IS A LIE,PULSE Records,23,30,22,140420,2024-07-05
30,spotify:track:3Pbp7cUCx4d3OAkZSCoNvn,Michael Marcagi,Scared To Start,Warner Records,11,29,172,139096,2024-07-05
31,spotify:track:7fveJ3pk1eSfxBdVkzdXZ0,"Morgan Wallen, ERNEST",Cowgirls (feat. ERNEST),Big Loud Records / Mercury Records / Republic Records,24,40,459,138602,2024-07-05
32,spotify:track:7iabz12vAuVQYyekFIWJxD,"Central Cee, Lil Baby",BAND4BAND (feat. Lil Baby),Columbia,8,27,43,133560,2024-07-05
33,spotify:track:51eSHglvG1RJXtL3qI5trr,Benson Boone,Slow It Down,"Night Street Records, Inc./Warner Records Inc.",19,38,106,126138,2024-07-05
34,spotify:track:5uQ7de4EWjb3rkcFxyEOpu,Mark Ambor,Belong Together,"Hundred Days Records, LLC",15,35,104,125779,2024-07-05
35,spotify:track:4xdBrk0nFZaP54vvZj0yx7,Chappell Roan,HOT TO GO!,Chappell Roan PS/ Island,28,41,33,125457,2024-07-05
36,spotify:track:2Dct3GykKZ58hpWRFfe2Qd,Zach Bryan,Heading South,Warner Records,23,39,437,123765,2024-07-05
37,spotify:track:1Lo0QY9cvc8sUB2vnIOxDT,Luke Combs,Fast Car,River House Artists/Columbia Nashville,2,44,469,123318,2024-07-05
38,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,3,48,547,122623,2024-07-05
39,spotify:track:331l3xABO0HMr1Kkyh2LZq,"David Guetta, OneRepublic",I Don't Wanna Wait,Parlophone UK,29,45,89,122468,2024-07-05
40,spotify:track:1vj47xD8v9wIhQrmQY2Dkv,"Zach Bryan, John Mayer",Better Days (feat. John Mayer),Warner Records,37,37,2,122135,2024-07-05
41,spotify:track:2tudvzsrR56uom6smgOcSf,"Future, Metro Boomin, Kendrick Lamar",Like That,Wilburn Holding Co./Boominati/Epic/Republic,1,43,106,121846,2024-07-05
42,spotify:track:3c9EsIo34kil8Oj1reaozB,Zach Bryan,American Nights,Warner Records,21,21,2,120427,2024-07-05
43,spotify:track:2GxrNKugF82CnoRFbQfzPf,Artemas,i like the way you kiss me,Artemas,2,42,106,118903,2024-07-05
44,spotify:track:0y5Ex8oQ8zCH5TQxHUy1Eo,"Ella Langley, Riley Green",you look like you love me (feat. Riley Green),SAWGOD/Columbia,35,53,13,117209,2024-07-05
45,spotify:track:0PAcdVzhPO4gq1Iym9ESnK,Morgan Wallen,Thinkin’ Bout Me,Big Loud Records / Mercury Records / Republic Records,9,56,489,115831,2024-07-05
46,spotify:track:3XbIhTYl6a0uXPyO43eiXa,Zach Bryan,Oak Island,Warner Records,28,28,2,115239,2024-07-05
47,spotify:track:3qhlB30KknSejmIvZZLjOD,Djo,End of Beginning,Djo,4,47,142,114606,2024-07-05
48,spotify:track:51ZQ1vr10ffzbwIjDCwqm4,Ariana Grande,we can't be friends (wait for your love),Republic Records,1,51,120,114353,2024-07-05
49,spotify:track:7iQMm50NNwlUIRWhONZR2k,Tucker Wetmore,Wind Up Missin’ You,Tucker Wetmore,37,58,99,109914,2024-07-05
50,spotify:track:6iXgIXqpqn13pbw0ZUhf0E,"Zach Bryan, Noeline Hofmann",Purple Gas,Warner Records,36,36,12,108026,2024-07-05
1,spotify:track:5fZJQrFKWQLb7FpJXZ1g7K,Shaboozey,A Bar Song (Tipsy),American Dogwood / EMPIRE,1,1,86,465384,2024-07-06
2,spotify:track:7221xIgOnuakPdLqT0F3nP,"Post Malone, Morgan Wallen",I Had Some Help (Feat. Morgan Wallen),Mercury Records/Republic Records,1,2,58,391981,2024-07-06
3,spotify:track:2qSkIjg1o9h3YT9RAgYN75,Sabrina Carpenter,Espresso,Island Records,2,3,86,345345,2024-07-06
4,spotify:track:6AI3ezQ4o3HUoP6Dhudph3,Kendrick Lamar,Not Like Us,"Kendrick Lamar, under exclusive license to Interscope Records",1,5,63,342308,2024-07-06
5,spotify:track:5N3hjp1WNayUPZrA8kJmJP,Sabrina Carpenter,Please Please Please,Island Records,1,4,30,319262,2024-07-06
6,spotify:track:6dOtVTDdiauQNBQEDOtlAB,Billie Eilish,BIRDS OF A FEATHER,Darkroom/Interscope Records,4,6,51,281014,2024-07-06
7,spotify:track:3xkHsmpQCBMytMJNiDf3Ii,Benson Boone,Beautiful Things,"Night Street Records, Inc./Warner Records Inc.",1,7,170,258575,2024-07-06
8,spotify:track:5AJ9hqTS2wcFQCELCFRO7A,Tommy Richman,MILLION DOLLAR BABY,PULSE Records,2,9,72,241890,2024-07-06
9,spotify:track:0WbMK4wrZ1wFSty9F7FCgu,Chappell Roan,"Good Luck, Babe!",Chappell Roan PS/ Island,7,8,93,230675,2024-07-06
10,spotify:track:2HYFX63wP3otVIvopRS99Z,Eminem,Houdini,Shady/Aftermath/Interscope Records,1,11,37,210556,2024-07-06
11,spotify:track:5Z0UnEtpLDQyYlWwgi8m9C,Hozier,Too Sweet,Columbia,1,12,107,209035,2024-07-06
12,spotify:track:7Fzl7QaTu47WyP9R5S5mh5,Morgan Wallen,Lies Lies Lies,Big Loud Records / Mercury Records / Republic Records,10,10,2,198646,2024-07-06
13,spotify:track:2uqYupMHANxnwgeiXTZXzd,Dasha,Austin (Boots Stop Workin'),Warner Records,8,13,138,197774,2024-07-06
14,spotify:track:7K3BhSpAxZBznislvUMVtn,Morgan Wallen,Last Night,Big Loud Records / Mercury Records / Republic Records,1,20,523,171218,2024-07-06
15,spotify:track:0mflMxspEfB0VbI1kyLiAv,Noah Kahan,Stick Season,Mercury Records/Republic Records,1,15,461,170813,2024-07-06
16,spotify:track:17phhZDn6oGtzMe56NuWvj,Teddy Swims,Lose Control,Warner Records,3,21,279,166947,2024-07-06
17,spotify:track:4ZJ4vzLQekI0WntDbanNC7,Zach Bryan,Pink Skies,Warner Records,6,16,44,164941,2024-07-06
18,spotify:track:4KULAymBBJcPRpk1yO4dOG,"Zach Bryan, Kacey Musgraves",I Remember Everything (feat. Kacey Musgraves),Warner Records,1,17,317,163939,2024-07-06
19,spotify:track:3Vr3zh0r7ALn8VLqCiRR10,Myles Smith,Stargazing,RCA Records Label,12,19,58,160333,2024-07-06
20,spotify:track:5iJKGpnFfvbjZJeAtwXfCj,Zach Bryan,28,Warner Records,14,14,3,158774,2024-07-06
21,spotify:track:22DH8NChecsgPxDjA4pqer,"Quavo, Lana Del Rey",Tough,Quality Control Music/Motown Records,21,22,4,148174,2024-07-06
22,spotify:track:5ZLL6wYXeqg0k35ZkDRfhZ,"Post Malone, Blake Shelton",Pour Me A Drink (Feat. Blake Shelton),Mercury Records/Post Malone,11,23,16,144749,2024-07-06
23,spotify:track:4pkb8SbRGeHAvdb87v9rpf,"Marshmello, Kane Brown",Miles On It,RCA Records Label Nashville,21,26,65,138331,2024-07-06
24,spotify:track:4KWeGKChLKcnZsj3sIOSkW,"Eminem, Big Sean, BabyTron",Tobey (feat. Big Sean and BabyTron),Shady/Aftermath/Interscope Records,15,18,5,133924,2024-07-06
25,spotify:track:7z3PblAN3dH1JMewiRydkZ,The Kid LAROI,GIRLS,Columbia,21,27,9,133871,2024-07-06
26,spotify:track:629DixmZGHc7ILtEntuiWE,Billie Eilish,LUNCH,Darkroom/Interscope Records,3,25,51,133787,2024-07-06
27,spotify:track:3WMj8moIAXJhHsyLaqIIHI,Zach Bryan,Something in the Orange,Warner Records,8,28,792,133117,2024-07-06
28,spotify:track:2OzhQlSqBEmt7hmkYxfT6m,"Taylor Swift, Post Malone",Fortnight (feat. Post Malone),Taylor Swift,1,24,79,132585,2024-07-06
29,spotify:track:7iabz12vAuVQYyekFIWJxD,"Central Cee, Lil Baby",BAND4BAND (feat. Lil Baby),Columbia,8,32,44,131716,2024-07-06
30,spotify:track:6jlG8gBPNAgBgoivw2Ig09,Tommy Richman,DEVIL IS A LIE,PULSE Records,23,29,23,128994,2024-07-06
31,spotify:track:7fveJ3pk1eSfxBdVkzdXZ0,"Morgan Wallen, ERNEST",Cowgirls (feat. ERNEST),Big Loud Records / Mercury Records / Republic Records,24,31,460,120664,2024-07-06
32,spotify:track:3Pbp7cUCx4d3OAkZSCoNvn,Michael Marcagi,Scared To Start,Warner Records,11,30,173,120267,2024-07-06
33,spotify:track:4xdBrk0nFZaP54vvZj0yx7,Chappell Roan,HOT TO GO!,Chappell Roan PS/ Island,28,35,34,119886,2024-07-06
34,spotify:track:3E7dfMvvCLUddWissuqMwr,Miley Cyrus,Party In The U.S.A.,Hollywood Records,22,75,540,117913,2024-07-06
35,spotify:track:5uQ7de4EWjb3rkcFxyEOpu,Mark Ambor,Belong Together,"Hundred Days Records, LLC",15,34,105,117465,2024-07-06
36,spotify:track:3yrSvpt2l1xhsV9Em88Pul,Van Morrison,Brown Eyed Girl,Columbia/Legacy,36,54,507,117369,2024-07-06
37,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,3,38,548,116541,2024-07-06
38,spotify:track:2Dct3GykKZ58hpWRFfe2Qd,Zach Bryan,Heading South,Warner Records,23,36,438,116119,2024-07-06
39,spotify:track:1Lo0QY9cvc8sUB2vnIOxDT,Luke Combs,Fast Car,River House Artists/Columbia Nashville,2,37,470,115854,2024-07-06
40,spotify:track:4BP3uh0hFLFRb5cjsgLqDh,Creedence Clearwater Revival,Fortunate Son,Craft Recordings,40,64,661,115556,2024-07-06
41,spotify:track:2tudvzsrR56uom6smgOcSf,"Future, Metro Boomin, Kendrick Lamar",Like That,Wilburn Holding Co./Boominati/Epic/Republic,1,41,107,114313,2024-07-06
42,spotify:track:5RKQ5NdjSh2QzD4MaunT91,Journey,Don't Stop Believin' (2022 Remaster),Columbia/Legacy,37,55,2250,114168,2024-07-06
43,spotify:track:51eSHglvG1RJXtL3qI5trr,Benson Boone,Slow It Down,"Night Street Records, Inc./Warner Records Inc.",19,33,107,113256,2024-07-06
44,spotify:track:331l3xABO0HMr1Kkyh2LZq,"David Guetta, OneRepublic",I Don't Wanna Wait,Parlophone UK,29,39,90,112439,2024-07-06
45,spotify:track:2GxrNKugF82CnoRFbQfzPf,Artemas,i like the way you kiss me,Artemas,2,43,107,109253,2024-07-06
46,spotify:track:51ZQ1vr10ffzbwIjDCwqm4,Ariana Grande,we can't be friends (wait for your love),Republic Records,1,48,121,107940,2024-07-06
47,spotify:track:6XjDF6nds4DE2BBbagZol6,"FloyyMenor, Cris Mj",Gata Only,FloyyMenor under exclusive license to UnitedMasters LLC,27,51,88,106308,2024-07-06
48,spotify:track:3qhlB30KknSejmIvZZLjOD,Djo,End of Beginning,Djo,4,47,143,106092,2024-07-06
49,spotify:track:0y5Ex8oQ8zCH5TQxHUy1Eo,"Ella Langley, Riley Green",you look like you love me (feat. Riley Green),SAWGOD/Columbia,35,44,14,104994,2024-07-06
50,spotify:track:7iQMm50NNwlUIRWhONZR2k,Tucker Wetmore,Wind Up Missin’ You,Tucker Wetmore,37,49,100,104080,2024-07-06
1,spotify:track:5fZJQrFKWQLb7FpJXZ1g7K,Shaboozey,A Bar Song (Tipsy),American Dogwood / EMPIRE,1,1,87,437179,2024-07-07
2,spotify:track:7221xIgOnuakPdLqT0F3nP,"Post Malone, Morgan Wallen",I Had Some Help (Feat. Morgan Wallen),Mercury Records/Republic Records,1,2,59,379899,2024-07-07
3,spotify:track:2qSkIjg1o9h3YT9RAgYN75,Sabrina Carpenter,Espresso,Island Records,2,3,87,330384,2024-07-07
4,spotify:track:6AI3ezQ4o3HUoP6Dhudph3,Kendrick Lamar,Not Like Us,"Kendrick Lamar, under exclusive license to Interscope Records",1,4,64,326148,2024-07-07
5,spotify:track:5N3hjp1WNayUPZrA8kJmJP,Sabrina Carpenter,Please Please Please,Island Records,1,5,31,308307,2024-07-07
6,spotify:track:6dOtVTDdiauQNBQEDOtlAB,Billie Eilish,BIRDS OF A FEATHER,Darkroom/Interscope Records,4,6,52,276341,2024-07-07
7,spotify:track:3xkHsmpQCBMytMJNiDf3Ii,Benson Boone,Beautiful Things,"Night Street Records, Inc./Warner Records Inc.",1,7,171,243627,2024-07-07
8,spotify:track:5AJ9hqTS2wcFQCELCFRO7A,Tommy Richman,MILLION DOLLAR BABY,PULSE Records,2,8,73,239276,2024-07-07
9,spotify:track:0WbMK4wrZ1wFSty9F7FCgu,Chappell Roan,"Good Luck, Babe!",Chappell Roan PS/ Island,7,9,94,218671,2024-07-07
10,spotify:track:5Z0UnEtpLDQyYlWwgi8m9C,Hozier,Too Sweet,Columbia,1,11,108,199583,2024-07-07
11,spotify:track:7Fzl7QaTu47WyP9R5S5mh5,Morgan Wallen,Lies Lies Lies,Big Loud Records / Mercury Records / Republic Records,10,12,3,198409,2024-07-07
12,spotify:track:2HYFX63wP3otVIvopRS99Z,Eminem,Houdini,Shady/Aftermath/Interscope Records,1,10,38,195761,2024-07-07
13,spotify:track:2uqYupMHANxnwgeiXTZXzd,Dasha,Austin (Boots Stop Workin'),Warner Records,8,13,139,189605,2024-07-07
14,spotify:track:7K3BhSpAxZBznislvUMVtn,Morgan Wallen,Last Night,Big Loud Records / Mercury Records / Republic Records,1,14,524,168512,2024-07-07
15,spotify:track:4KULAymBBJcPRpk1yO4dOG,"Zach Bryan, Kacey Musgraves",I Remember Everything (feat. Kacey Musgraves),Warner Records,1,18,318,166792,2024-07-07
16,spotify:track:0mflMxspEfB0VbI1kyLiAv,Noah Kahan,Stick Season,Mercury Records/Republic Records,1,15,462,164071,2024-07-07
17,spotify:track:4ZJ4vzLQekI0WntDbanNC7,Zach Bryan,Pink Skies,Warner Records,6,17,45,161661,2024-07-07
18,spotify:track:3Vr3zh0r7ALn8VLqCiRR10,Myles Smith,Stargazing,RCA Records Label,12,19,59,157939,2024-07-07
19,spotify:track:17phhZDn6oGtzMe56NuWvj,Teddy Swims,Lose Control,Warner Records,3,16,280,157214,2024-07-07
20,spotify:track:5iJKGpnFfvbjZJeAtwXfCj,Zach Bryan,28,Warner Records,14,20,4,150183,2024-07-07
21,spotify:track:5ZLL6wYXeqg0k35ZkDRfhZ,"Post Malone, Blake Shelton",Pour Me A Drink (Feat. Blake Shelton),Mercury Records/Post Malone,11,22,17,137675,2024-07-07
22,spotify:track:4pkb8SbRGeHAvdb87v9rpf,"Marshmello, Kane Brown",Miles On It,RCA Records Label Nashville,21,23,66,135345,2024-07-07
23,spotify:track:22DH8NChecsgPxDjA4pqer,"Quavo, Lana Del Rey",Tough,Quality Control Music/Motown Records,21,21,5,135321,2024-07-07
24,spotify:track:2OzhQlSqBEmt7hmkYxfT6m,"Taylor Swift, Post Malone",Fortnight (feat. Post Malone),Taylor Swift,1,28,80,130535,2024-07-07
25,spotify:track:629DixmZGHc7ILtEntuiWE,Billie Eilish,LUNCH,Darkroom/Interscope Records,3,26,52,129392,2024-07-07
26,spotify:track:3WMj8moIAXJhHsyLaqIIHI,Zach Bryan,Something in the Orange,Warner Records,8,27,793,127885,2024-07-07
27,spotify:track:7iabz12vAuVQYyekFIWJxD,"Central Cee, Lil Baby",BAND4BAND (feat. Lil Baby),Columbia,8,29,45,125317,2024-07-07
28,spotify:track:7fveJ3pk1eSfxBdVkzdXZ0,"Morgan Wallen, ERNEST",Cowgirls (feat. ERNEST),Big Loud Records / Mercury Records / Republic Records,24,31,461,123361,2024-07-07
29,spotify:track:7z3PblAN3dH1JMewiRydkZ,The Kid LAROI,GIRLS,Columbia,21,25,10,122312,2024-07-07
30,spotify:track:6jlG8gBPNAgBgoivw2Ig09,Tommy Richman,DEVIL IS A LIE,PULSE Records,23,30,24,121668,2024-07-07
31,spotify:track:4KWeGKChLKcnZsj3sIOSkW,"Eminem, Big Sean, BabyTron",Tobey (feat. Big Sean and BabyTron),Shady/Aftermath/Interscope Records,15,24,6,120062,2024-07-07
32,spotify:track:3Pbp7cUCx4d3OAkZSCoNvn,Michael Marcagi,Scared To Start,Warner Records,11,32,174,118108,2024-07-07
33,spotify:track:1Lo0QY9cvc8sUB2vnIOxDT,Luke Combs,Fast Car,River House Artists/Columbia Nashville,2,39,471,117169,2024-07-07
34,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,3,37,549,114818,2024-07-07
35,spotify:track:331l3xABO0HMr1Kkyh2LZq,"David Guetta, OneRepublic",I Don't Wanna Wait,Parlophone UK,29,44,91,114485,2024-07-07
36,spotify:track:4xdBrk0nFZaP54vvZj0yx7,Chappell Roan,HOT TO GO!,Chappell Roan PS/ Island,28,33,35,114075,2024-07-07
37,spotify:track:5uQ7de4EWjb3rkcFxyEOpu,Mark Ambor,Belong Together,"Hundred Days Records, LLC",15,35,106,113314,2024-07-07
38,spotify:track:5RKQ5NdjSh2QzD4MaunT91,Journey,Don't Stop Believin' (2022 Remaster),Columbia/Legacy,37,42,2251,113084,2024-07-07
39,spotify:track:3yrSvpt2l1xhsV9Em88Pul,Van Morrison,Brown Eyed Girl,Columbia/Legacy,36,36,508,112529,2024-07-07
40,spotify:track:2Dct3GykKZ58hpWRFfe2Qd,Zach Bryan,Heading South,Warner Records,23,38,439,108727,2024-07-07
41,spotify:track:51eSHglvG1RJXtL3qI5trr,Benson Boone,Slow It Down,"Night Street Records, Inc./Warner Records Inc.",19,43,108,108218,2024-07-07
42,spotify:track:2tudvzsrR56uom6smgOcSf,"Future, Metro Boomin, Kendrick Lamar",Like That,Wilburn Holding Co./Boominati/Epic/Republic,1,41,108,107650,2024-07-07
43,spotify:track:2GxrNKugF82CnoRFbQfzPf,Artemas,i like the way you kiss me,Artemas,2,45,108,106612,2024-07-07
44,spotify:track:5W4kiM2cUYBJXKRudNyxjW,Morgan Wallen,You Proof,Big Loud Records / Mercury Records / Republic Records,12,51,784,105609,2024-07-07
45,spotify:track:3qhlB30KknSejmIvZZLjOD,Djo,End of Beginning,Djo,4,48,144,105430,2024-07-07
46,spotify:track:6XjDF6nds4DE2BBbagZol6,"FloyyMenor, Cris Mj",Gata Only,FloyyMenor under exclusive license to UnitedMasters LLC,27,47,89,103745,2024-07-07
47,spotify:track:0PAcdVzhPO4gq1Iym9ESnK,Morgan Wallen,Thinkin’ Bout Me,Big Loud Records / Mercury Records / Republic Records,9,52,491,102431,2024-07-07
48,spotify:track:0y5Ex8oQ8zCH5TQxHUy1Eo,"Ella Langley, Riley Green",you look like you love me (feat. Riley Green),SAWGOD/Columbia,35,49,15,102019,2024-07-07
49,spotify:track:51ZQ1vr10ffzbwIjDCwqm4,Ariana Grande,we can't be friends (wait for your love),Republic Records,1,46,122,100683,2024-07-07
50,spotify:track:7iQMm50NNwlUIRWhONZR2k,Tucker Wetmore,Wind Up Missin’ You,Tucker Wetmore,37,50,101,99460,2024-07-07
1,spotify:track:5fZJQrFKWQLb7FpJXZ1g7K,Shaboozey,A Bar Song (Tipsy),American Dogwood / EMPIRE,1,1,88,434342,2024-07-08
2,spotify:track:7221xIgOnuakPdLqT0F3nP,"Post Malone, Morgan Wallen",I Had Some Help (Feat. Morgan Wallen),Mercury Records/Republic Records,1,2,60,381078,2024-07-08
3,spotify:track:6AI3ezQ4o3HUoP6Dhudph3,Kendrick Lamar,Not Like Us,"Kendrick Lamar, under exclusive license to Interscope Records",1,4,65,340498,2024-07-08
4,spotify:track:2qSkIjg1o9h3YT9RAgYN75,Sabrina Carpenter,Espresso,Island Records,2,3,88,336050,2024-07-08
5,spotify:track:5N3hjp1WNayUPZrA8kJmJP,Sabrina Carpenter,Please Please Please,Island Records,1,5,32,324774,2024-07-08
6,spotify:track:6dOtVTDdiauQNBQEDOtlAB,Billie Eilish,BIRDS OF A FEATHER,Darkroom/Interscope Records,4,6,53,294473,2024-07-08
7,spotify:track:3xkHsmpQCBMytMJNiDf3Ii,Benson Boone,Beautiful Things,"Night Street Records, Inc./Warner Records Inc.",1,7,172,252706,2024-07-08
8,spotify:track:5AJ9hqTS2wcFQCELCFRO7A,Tommy Richman,MILLION DOLLAR BABY,PULSE Records,2,8,74,243082,2024-07-08
9,spotify:track:0WbMK4wrZ1wFSty9F7FCgu,Chappell Roan,"Good Luck, Babe!",Chappell Roan PS/ Island,7,9,95,229193,2024-07-08
10,spotify:track:5Z0UnEtpLDQyYlWwgi8m9C,Hozier,Too Sweet,Columbia,1,10,109,208508,2024-07-08
11,spotify:track:2HYFX63wP3otVIvopRS99Z,Eminem,Houdini,Shady/Aftermath/Interscope Records,1,12,39,199957,2024-07-08
12,spotify:track:7Fzl7QaTu47WyP9R5S5mh5,Morgan Wallen,Lies Lies Lies,Big Loud Records / Mercury Records / Republic Records,10,11,4,199107,2024-07-08
13,spotify:track:2uqYupMHANxnwgeiXTZXzd,Dasha,Austin (Boots Stop Workin'),Warner Records,8,13,140,187964,2024-07-08
14,spotify:track:4ZJ4vzLQekI0WntDbanNC7,Zach Bryan,Pink Skies,Warner Records,6,17,46,173681,2024-07-08
15,spotify:track:0mflMxspEfB0VbI1kyLiAv,Noah Kahan,Stick Season,Mercury Records/Republic Records,1,16,463,168458,2024-07-08
16,spotify:track:3Vr3zh0r7ALn8VLqCiRR10,Myles Smith,Stargazing,RCA Records Label,12,18,60,166564,2024-07-08
17,spotify:track:5iJKGpnFfvbjZJeAtwXfCj,Zach Bryan,28,Warner Records,14,20,5,164638,2024-07-08
18,spotify:track:4KULAymBBJcPRpk1yO4dOG,"Zach Bryan, Kacey Musgraves",I Remember Everything (feat. Kacey Musgraves),Warner Records,1,15,319,164381,2024-07-08
19,spotify:track:17phhZDn6oGtzMe56NuWvj,Teddy Swims,Lose Control,Warner Records,3,19,281,160569,2024-07-08
20,spotify:track:7K3BhSpAxZBznislvUMVtn,Morgan Wallen,Last Night,Big Loud Records / Mercury Records / Republic Records,1,14,525,158763,2024-07-08
21,spotify:track:22DH8NChecsgPxDjA4pqer,"Quavo, Lana Del Rey",Tough,Quality Control Music/Motown Records,21,23,6,150366,2024-07-08
22,spotify:track:5ZLL6wYXeqg0k35ZkDRfhZ,"Post Malone, Blake Shelton",Pour Me A Drink (Feat. Blake Shelton),Mercury Records/Post Malone,11,21,18,141462,2024-07-08
23,spotify:track:2OzhQlSqBEmt7hmkYxfT6m,"Taylor Swift, Post Malone",Fortnight (feat. Post Malone),Taylor Swift,1,24,81,137108,2024-07-08
24,spotify:track:629DixmZGHc7ILtEntuiWE,Billie Eilish,LUNCH,Darkroom/Interscope Records,3,25,53,135596,2024-07-08
25,spotify:track:3WMj8moIAXJhHsyLaqIIHI,Zach Bryan,Something in the Orange,Warner Records,8,26,794,135368,2024-07-08
26,spotify:track:4pkb8SbRGeHAvdb87v9rpf,"Marshmello, Kane Brown",Miles On It,RCA Records Label Nashville,21,22,67,135297,2024-07-08
27,spotify:track:4KWeGKChLKcnZsj3sIOSkW,"Eminem, Big Sean, BabyTron",Tobey (feat. Big Sean and BabyTron),Shady/Aftermath/Interscope Records,15,31,7,130382,2024-07-08
